hour,day_of_week,month,is_weekend,beds_total,beds_occupied,beds_available,icu_total,icu_occupied,icu_available,staff_count,shift,er_arrivals,equipment_in_use,seasonal_factor,patients_next_hour,beds_needed_24h,staff_needed_24h
12,3,2,0,110,76,34,20,13,7,33,0,9,24,1.13,15,77,37
13,3,2,0,110,78,32,20,14,6,35,0,4,16,1.13,7,80,22
14,3,2,0,110,72,38,20,12,8,36,0,6,19,1.13,11,75,25
15,3,2,0,110,71,39,20,13,7,25,1,7,19,1.13,8,71,20
16,3,2,0,110,79,31,20,12,8,20,1,8,17,1.13,10,80,19
17,3,2,0,110,86,24,20,13,7,23,1,6,19,1.13,8,89,31
18,3,2,0,110,85,25,20,10,10,26,1,11,24,1.13,12,85,32
19,3,2,0,110,73,37,20,12,8,25,1,8,20,1.13,10,81,26
20,3,2,0,110,79,31,20,15,5,22,1,6,19,1.13,8,79,20
21,3,2,0,110,73,37,20,11,9,25,1,4,18,1.13,7,78,20
22,3,2,0,110,72,38,20,13,7,24,1,5,21,1.13,7,74,18
23,3,2,0,110,68,42,20,12,8,16,2,5,14,1.13,7,69,18
0,4,2,0,110,70,40,20,14,6,18,2,5,18,1.13,9,73,18
1,4,2,0,110,66,44,20,14,6,17,2,6,18,1.13,9,66,23
2,4,2,0,110,74,36,20,13,7,18,2,3,17,1.13,3,84,19
3,4,2,0,110,77,33,20,15,5,19,2,7,17,1.13,12,78,23
4,4,2,0,110,68,42,20,12,8,17,2,4,17,1.13,9,68,18
5,4,2,0,110,74,36,20,11,9,21,2,4,17,1.13,6,77,22
6,4,2,0,110,62,48,20,13,7,19,2,7,18,1.13,7,68,21
7,4,2,0,110,82,28,20,12,8,34,0,3,18,1.13,6,84,30
8,4,2,0,110,84,26,20,13,7,30,0,10,20,1.13,10,86,33
9,4,2,0,110,78,32,20,13,7,31,0,8,23,1.13,8,86,38
10,4,2,0,110,83,27,20,13,7,37,0,8,24,1.13,10,91,37
11,4,2,0,110,87,23,20,13,7,32,0,12,22,1.13,13,88,36
12,4,2,0,110,88,22,20,15,5,37,0,7,23,1.13,11,90,32
13,4,2,0,110,76,34,20,13,7,36,0,6,18,1.13,9,81,27
14,4,2,0,110,67,43,20,14,6,37,0,6,16,1.13,11,70,22
15,4,2,0,110,77,33,20,13,7,23,1,8,18,1.13,16,80,23
16,4,2,0,110,84,26,20,14,6,25,1,8,20,1.13,9,84,25
17,4,2,0,110,86,24,20,11,9,26,1,3,21,1.13,4,89,26
18,4,2,0,110,81,29,20,13,7,21,1,4,21,1.13,6,85,36
19,4,2,0,110,79,31,20,12,8,24,1,7,17,1.13,12,79,30
20,4,2,0,110,75,35,20,12,8,23,1,4,20,1.13,5,81,22
21,4,2,0,110,76,34,20,14,6,25,1,5,20,1.13,8,76,22
22,4,2,0,110,72,38,20,15,5,24,1,3,16,1.13,4,75,18
23,4,2,0,110,71,39,20,14,6,14,2,6,13,1.13,10,71,19
0,5,2,1,110,72,38,20,15,5,17,2,3,13,1.13,4,70,21
1,5,2,1,110,78,32,20,14,6,16,2,3,15,1.13,3,81,19
2,5,2,1,110,69,41,20,13,7,20,2,7,14,1.13,8,75,25
3,5,2,1,110,78,32,20,16,4,18,2,7,16,1.13,9,81,25
4,5,2,1,110,84,26,20,11,9,19,2,2,16,1.13,3,91,25
5,5,2,1,110,78,32,20,14,6,17,2,3,16,1.13,7,82,24
6,5,2,1,110,76,34,20,15,5,19,2,7,19,1.13,10,74,21
7,5,2,1,110,89,21,20,18,2,38,0,2,23,1.13,5,93,27
8,5,2,1,110,84,26,20,13,7,37,0,6,20,1.13,10,89,37
9,5,2,1,110,86,24,20,15,5,37,0,8,20,1.13,8,93,37
10,5,2,1,110,93,17,20,14,6,38,0,11,21,1.13,13,98,45
11,5,2,1,110,92,18,20,14,6,36,0,12,16,1.13,14,101,40
12,5,2,1,110,83,27,20,13,7,36,0,7,24,1.13,10,89,29
13,5,2,1,110,84,26,20,11,9,34,0,8,19,1.13,12,91,30
14,5,2,1,110,79,31,20,13,7,35,0,3,20,1.13,4,89,26
15,5,2,1,110,67,43,20,15,5,28,1,4,19,1.13,6,72,26
16,5,2,1,110,78,32,20,12,8,27,1,9,22,1.13,9,85,33
17,5,2,1,110,86,24,20,14,6,28,1,11,19,1.13,13,92,30
18,5,2,1,110,82,28,20,12,8,24,1,2,16,1.13,2,88,36
19,5,2,1,110,96,14,20,12,8,25,1,6,21,1.13,11,102,30
20,5,2,1,110,73,37,20,13,7,22,1,4,18,1.13,6,74,23
21,5,2,1,110,75,35,20,12,8,25,1,3,16,1.13,5,76,25
22,5,2,1,110,71,39,20,14,6,26,1,5,15,1.13,7,72,25
23,5,2,1,110,69,41,20,12,8,18,2,4,17,1.13,9,70,24
0,6,2,1,110,69,41,20,14,6,19,2,2,15,1.13,2,72,21
1,6,2,1,110,68,42,20,12,8,16,2,3,16,1.13,6,69,18
2,6,2,1,110,72,38,20,12,8,19,2,5,18,1.13,8,72,27
3,6,2,1,110,80,30,20,14,6,18,2,4,16,1.13,4,80,25
4,6,2,1,110,82,28,20,11,9,16,2,8,19,1.13,9,88,21
5,6,2,1,110,67,43,20,15,5,17,2,5,17,1.13,5,69,25
6,6,2,1,110,70,40,20,14,6,19,2,4,16,1.13,6,79,20
7,6,2,1,110,77,33,20,14,6,31,0,6,17,1.13,7,77,29
8,6,2,1,110,76,34,20,14,6,33,0,8,18,1.13,9,77,35
9,6,2,1,110,92,18,20,12,8,30,0,10,21,1.13,12,97,45
10,6,2,1,110,96,14,20,15,5,34,0,10,21,1.13,14,98,39
11,6,2,1,110,87,23,20,14,6,36,0,7,23,1.13,8,90,45
12,6,2,1,110,83,27,20,14,6,36,0,13,21,1.13,14,83,37
13,6,2,1,110,76,34,20,16,4,34,0,3,16,1.13,6,76,29
14,6,2,1,110,77,33,20,13,7,37,0,3,18,1.13,6,79,28
15,6,2,1,110,75,35,20,13,7,27,1,3,16,1.13,6,74,27
16,6,2,1,110,80,30,20,15,5,27,1,3,20,1.13,7,86,25
17,6,2,1,110,89,21,20,12,8,25,1,8,21,1.13,10,91,33
18,6,2,1,110,80,30,20,14,6,26,1,6,19,1.13,8,82,35
19,6,2,1,110,73,37,20,12,8,22,1,5,20,1.13,6,74,33
20,6,2,1,110,82,28,20,17,3,26,1,2,17,1.13,3,83,29
21,6,2,1,110,66,44,20,15,5,24,1,8,16,1.13,11,67,25
22,6,2,1,110,69,41,20,16,4,27,1,6,14,1.13,10,68,21
23,6,2,1,110,69,41,20,12,8,16,2,8,18,1.13,11,69,18
0,0,2,0,110,71,39,20,15,5,19,2,4,19,1.13,6,77,21
1,0,2,0,110,71,39,20,14,6,19,2,10,20,1.13,12,76,23
2,0,2,0,110,69,41,20,12,8,18,2,7,16,1.13,9,72,20
3,0,2,0,110,69,41,20,14,6,16,2,4,19,1.13,4,78,21
4,0,2,0,110,69,41,20,13,7,17,2,2,16,1.13,3,75,20
5,0,2,0,110,71,39,20,14,6,18,2,3,15,1.13,5,75,26
6,0,2,0,110,70,40,20,14,6,18,2,5,19,1.13,7,76,24
7,0,2,0,110,78,32,20,14,6,35,0,7,21,1.13,12,81,23
8,0,2,0,110,70,40,20,13,7,34,0,8,22,1.13,13,78,33
9,0,2,0,110,89,21,20,14,6,38,0,11,22,1.13,13,95,35
10,0,2,0,110,93,17,20,12,8,31,0,8,21,1.13,8,103,39
11,0,2,0,110,75,35,20,13,7,34,0,12,18,1.13,12,78,37
12,0,2,0,110,78,32,20,13,7,36,0,3,22,1.13,6,86,28
13,0,2,0,110,69,41,20,16,4,33,0,4,20,1.13,4,73,24
14,0,2,0,110,82,28,20,12,8,39,0,6,18,1.13,7,91,18
15,0,2,0,110,74,36,20,13,7,25,1,2,18,1.13,8,79,21
16,0,2,0,110,76,34,20,12,8,28,1,6,17,1.13,7,76,28
17,0,2,0,110,74,36,20,16,4,27,1,3,21,1.13,6,79,28
18,0,2,0,110,87,23,20,16,4,25,1,10,23,1.13,12,88,32
19,0,2,0,110,81,29,20,13,7,24,1,8,16,1.13,12,84,30
20,0,2,0,110,75,35,20,13,7,26,1,6,20,1.13,7,78,18
21,0,2,0,110,78,32,20,14,6,25,1,4,19,1.13,9,81,23
22,0,2,0,110,73,37,20,12,8,26,1,4,13,1.13,10,77,18
23,0,2,0,110,72,38,20,14,6,17,2,5,9,1.13,6,73,18
0,1,2,0,110,71,39,20,13,7,19,2,3,14,1.13,4,71,18
1,1,2,0,110,61,49,20,11,9,19,2,6,20,1.13,10,63,20
2,1,2,0,110,81,29,20,15,5,17,2,2,24,1.13,4,80,18
3,1,2,0,110,75,35,20,14,6,16,2,7,21,1.13,7,75,24
4,1,2,0,110,79,31,20,14,6,16,2,8,16,1.13,10,82,21
5,1,2,0,110,75,35,20,15,5,17,2,5,16,1.13,8,75,18
6,1,2,0,110,69,41,20,13,7,19,2,5,20,1.13,6,72,18
7,1,2,0,110,73,37,20,15,5,37,0,4,16,1.13,4,76,22
8,1,2,0,110,74,36,20,10,10,36,0,3,19,1.13,9,80,31
9,1,2,0,110,84,26,20,11,9,35,0,5,20,1.13,7,95,36
10,1,2,0,110,82,28,20,15,5,34,0,11,26,1.13,12,86,43
11,1,2,0,110,86,24,20,13,7,32,0,10,23,1.13,14,89,37
12,1,2,0,110,79,31,20,12,8,34,0,8,19,1.13,9,84,29
13,1,2,0,110,79,31,20,13,7,38,0,7,19,1.13,8,84,23
14,1,2,0,110,66,44,20,14,6,33,0,2,15,1.13,3,72,24
15,1,2,0,110,70,40,20,15,5,27,1,4,16,1.13,4,71,21
16,1,2,0,110,81,29,20,15,5,22,1,6,16,1.13,7,85,27
17,1,2,0,110,69,41,20,15,5,28,1,3,20,1.13,7,71,26
18,1,2,0,110,74,36,20,15,5,22,1,5,21,1.13,10,80,31
19,1,2,0,110,83,27,20,13,7,26,1,6,21,1.13,8,87,21
20,1,2,0,110,81,29,20,14,6,25,1,9,17,1.13,9,83,24
21,1,2,0,110,67,43,20,14,6,23,1,1,16,1.13,4,66,24
22,1,2,0,110,72,38,20,13,7,21,1,5,17,1.13,6,72,22
23,1,2,0,110,76,34,20,13,7,18,2,4,21,1.13,7,80,18
0,2,2,0,110,73,37,20,12,8,18,2,4,19,1.13,7,76,22
1,2,2,0,110,70,40,20,12,8,16,2,7,16,1.13,11,69,18
2,2,2,0,110,72,38,20,12,8,17,2,5,15,1.13,11,73,25
3,2,2,0,110,83,27,20,13,7,18,2,4,18,1.13,5,85,22
4,2,2,0,110,75,35,20,12,8,18,2,3,19,1.13,8,79,23
5,2,2,0,110,72,38,20,11,9,20,2,4,19,1.13,6,72,18
6,2,2,0,110,70,40,20,14,6,19,2,3,14,1.13,6,78,18
7,2,2,0,110,82,28,20,15,5,33,0,6,20,1.13,9,87,23
8,2,2,0,110,82,28,20,11,9,36,0,4,20,1.13,7,82,32
9,2,2,0,110,88,22,20,11,9,33,0,8,19,1.13,10,95,33
10,2,2,0,110,91,19,20,14,6,33,0,12,25,1.13,17,91,38
11,2,2,0,110,86,24,20,13,7,28,0,9,20,1.13,13,94,35
12,2,2,0,110,81,29,20,13,7,35,0,6,16,1.13,8,84,35
13,2,2,0,110,68,42,20,14,6,35,0,5,19,1.13,8,75,27
14,2,2,0,110,71,39,20,15,5,36,0,6,16,1.13,7,68,18
15,2,2,0,110,76,34,20,16,4,25,1,4,17,1.13,6,81,22
16,2,2,0,110,74,36,20,14,6,22,1,5,18,1.13,5,79,28
17,2,2,0,110,78,32,20,11,9,22,1,8,20,1.13,10,80,26
18,2,2,0,110,74,36,20,15,5,25,1,9,23,1.13,11,78,28
19,2,2,0,110,81,29,20,11,9,23,1,3,23,1.13,5,88,23
20,2,2,0,110,79,31,20,14,6,25,1,9,19,1.13,10,85,26
21,2,2,0,110,78,32,20,13,7,24,1,9,19,1.13,10,85,19
22,2,2,0,110,76,34,20,12,8,23,1,7,18,1.13,8,82,18
23,2,2,0,110,68,42,20,13,7,19,2,7,15,1.13,10,69,18
0,3,2,0,110,74,36,20,13,7,19,2,7,14,1.13,11,80,18
1,3,2,0,110,66,44,20,14,6,19,2,3,16,1.13,6,68,24
2,3,2,0,110,71,39,20,14,6,18,2,5,22,1.13,5,73,18
3,3,2,0,110,68,42,20,13,7,18,2,3,16,1.13,4,68,18
4,3,2,0,110,82,28,20,14,6,18,2,4,19,1.13,7,87,21
5,3,2,0,110,74,36,20,14,6,19,2,8,17,1.13,9,76,18
6,3,2,0,110,72,38,20,11,9,17,2,6,19,1.13,8,76,22
7,3,2,0,110,83,27,20,13,7,34,0,4,19,1.13,5,86,22
8,3,2,0,110,72,38,20,15,5,34,0,9,19,1.13,11,73,31
9,3,2,0,110,90,20,20,14,6,36,0,6,22,1.13,7,93,38
10,3,2,0,110,89,21,20,12,8,35,0,12,23,1.13,15,96,45
11,3,2,0,110,87,23,20,16,4,33,0,8,23,1.13,11,94,35
12,3,2,0,110,84,26,20,13,7,34,0,9,21,1.13,12,89,30
13,3,2,0,110,79,31,20,10,10,39,0,5,19,1.13,6,79,26
14,3,2,0,110,83,27,20,15,5,37,0,9,19,1.13,9,93,18
15,3,2,0,110,81,29,20,13,7,26,1,9,16,1.13,11,86,23
16,3,2,0,110,70,40,20,12,8,26,1,8,16,1.13,10,75,21
17,3,2,0,110,86,24,20,13,7,32,1,2,19,1.13,5,87,28
18,3,2,0,110,83,27,20,15,5,22,1,5,19,1.13,6,90,34
19,3,2,0,110,89,21,20,13,7,24,1,4,23,1.13,7,89,24
20,3,2,0,110,86,24,20,14,6,27,1,5,16,1.13,9,86,22
21,3,2,0,110,75,35,20,12,8,27,1,6,19,1.13,7,76,21
22,3,2,0,110,73,37,20,11,9,26,1,2,15,1.13,4,84,20
23,3,2,0,110,72,38,20,16,4,16,2,7,18,1.13,8,77,18
0,4,2,0,110,80,30,20,14,6,18,2,4,21,1.13,6,79,20
1,4,2,0,110,63,47,20,14,6,19,2,1,19,1.13,4,63,18
2,4,2,0,110,66,44,20,16,4,17,2,3,18,1.13,3,73,21
3,4,2,0,110,58,52,20,12,8,17,2,2,17,1.13,4,66,23
4,4,2,0,110,73,37,20,15,5,17,2,8,21,1.13,8,77,20
5,4,2,0,110,77,33,20,15,5,18,2,8,15,1.13,10,81,23
6,4,2,0,110,66,44,20,14,6,15,2,10,16,1.13,13,70,20
7,4,2,0,110,77,33,20,11,9,33,0,4,20,1.13,7,83,21
8,4,2,0,110,82,28,20,12,8,32,0,12,20,1.13,13,86,32
9,4,2,0,110,74,36,20,13,7,34,0,8,21,1.13,8,84,40
10,4,2,0,110,90,20,20,11,9,34,0,7,21,1.13,12,94,40
11,4,2,0,110,87,23,20,13,7,33,0,10,18,1.13,14,88,39
12,4,2,0,110,70,40,20,15,5,33,0,11,23,1.13,14,76,33
13,4,2,0,110,80,30,20,12,8,33,0,3,19,1.13,5,78,23
14,4,2,0,110,73,37,20,13,7,35,0,5,18,1.13,7,73,22
15,4,2,0,110,68,42,20,15,5,26,1,3,17,1.13,5,68,18
16,4,2,0,110,81,29,20,12,8,25,1,7,18,1.13,9,79,26
17,4,2,0,110,73,37,20,13,7,25,1,6,20,1.13,7,74,31
18,4,2,0,110,77,33,20,10,10,25,1,5,20,1.13,7,82,30
19,4,2,0,110,80,30,20,13,7,23,1,3,18,1.13,4,85,29
20,4,2,0,110,69,41,20,13,7,24,1,9,20,1.13,11,75,20
21,4,2,0,110,78,32,20,15,5,24,1,5,18,1.13,7,86,24
22,4,2,0,110,73,37,20,13,7,28,1,3,17,1.13,5,81,22
23,4,2,0,110,70,40,20,15,5,20,2,8,16,1.13,9,66,18
0,5,2,1,110,73,37,20,14,6,16,2,9,17,1.13,12,75,22
1,5,2,1,110,78,32,20,14,6,18,2,6,18,1.13,9,79,22
2,5,2,1,110,74,36,20,14,6,18,2,4,19,1.13,8,74,25
3,5,2,1,110,85,25,20,12,8,16,2,4,15,1.13,7,84,26
4,5,2,1,110,78,32,20,13,7,17,2,1,15,1.13,3,81,18
5,5,2,1,110,80,30,20,13,7,20,2,5,17,1.13,7,83,21
6,5,2,1,110,71,39,20,15,5,19,2,8,20,1.13,8,72,26
7,5,2,1,110,83,27,20,14,6,31,0,5,20,1.13,7,85,27
8,5,2,1,110,73,37,20,13,7,34,0,9,19,1.13,10,82,37
9,5,2,1,110,91,19,20,14,6,36,0,8,18,1.13,9,95,43
10,5,2,1,110,97,13,20,16,4,34,0,7,24,1.13,10,99,40
11,5,2,1,110,94,16,20,12,8,35,0,6,22,1.13,6,98,36
12,5,2,1,110,85,25,20,12,8,34,0,12,20,1.13,15,88,29
13,5,2,1,110,78,32,20,10,10,31,0,4,18,1.13,6,80,27
14,5,2,1,110,84,26,20,13,7,37,0,5,15,1.13,7,89,18
15,5,2,1,110,76,34,20,14,6,24,1,4,19,1.13,5,79,28
16,5,2,1,110,67,43,20,12,8,23,1,5,19,1.13,6,67,34
17,5,2,1,110,80,30,20,13,7,23,1,11,22,1.13,13,82,33
18,5,2,1,110,88,22,20,13,7,26,1,6,20,1.13,8,98,36
19,5,2,1,110,94,16,20,15,5,27,1,11,16,1.13,15,95,31
20,5,2,1,110,74,36,20,14,6,23,1,12,20,1.13,16,78,30
21,5,2,1,110,77,33,20,13,7,24,1,4,19,1.13,4,77,22
22,5,2,1,110,76,34,20,12,8,23,1,9,18,1.13,11,82,19
23,5,2,1,110,72,38,20,14,6,19,2,4,16,1.13,5,75,22
0,6,2,1,110,69,41,20,13,7,15,2,3,18,1.13,6,70,21
1,6,2,1,110,77,33,20,15,5,19,2,11,20,1.13,14,77,18
2,6,2,1,110,76,34,20,12,8,15,2,4,17,1.13,5,76,23
3,6,2,1,110,69,41,20,13,7,18,2,4,18,1.13,4,78,19
4,6,2,1,110,76,34,20,11,9,16,2,6,22,1.13,8,75,26
5,6,2,1,110,66,44,20,13,7,18,2,5,17,1.13,6,66,22
6,6,2,1,110,82,28,20,10,10,20,2,8,20,1.13,10,83,23
7,6,2,1,110,75,35,20,14,6,35,0,9,19,1.13,13,73,29
8,6,2,1,110,84,26,20,15,5,34,0,11,17,1.13,12,83,31
9,6,2,1,110,87,23,20,13,7,35,0,8,22,1.13,10,93,45
10,6,2,1,110,89,21,20,11,9,34,0,8,22,1.13,12,94,45
11,6,2,1,110,85,25,20,14,6,33,0,10,21,1.13,10,89,37
12,6,2,1,110,74,36,20,14,6,36,0,13,19,1.13,14,77,34
13,6,2,1,110,71,39,20,14,6,35,0,5,20,1.13,7,71,28
14,6,2,1,110,71,39,20,13,7,35,0,4,17,1.13,6,78,28
15,6,2,1,110,79,31,20,14,6,25,1,6,18,1.13,10,83,25
16,6,2,1,110,79,31,20,15,5,26,1,6,20,1.13,6,75,33
17,6,2,1,110,78,32,20,14,6,26,1,10,16,1.13,12,80,35
18,6,2,1,110,82,28,20,13,7,23,1,8,22,1.13,10,87,36
19,6,2,1,110,78,32,20,14,6,26,1,7,19,1.13,10,87,36
20,6,2,1,110,76,34,20,12,8,23,1,2,19,1.13,7,80,24
21,6,2,1,110,77,33,20,13,7,22,1,6,16,1.13,7,81,24
22,6,2,1,110,70,40,20,15,5,24,1,7,19,1.13,10,72,21
23,6,2,1,110,76,34,20,10,10,16,2,10,17,1.13,12,78,18
0,0,2,0,110,69,41,20,12,8,19,2,3,16,1.13,7,70,18
1,0,2,0,110,69,41,20,13,7,19,2,3,18,1.13,3,76,21
2,0,2,0,110,67,43,20,14,6,19,2,3,20,1.13,9,70,22
3,0,2,0,110,74,36,20,14,6,19,2,4,21,1.13,6,79,23
4,0,2,0,110,61,49,20,13,7,16,2,4,21,1.13,8,63,22
5,0,2,0,110,64,46,20,13,7,16,2,7,17,1.13,8,70,25
6,0,2,0,110,71,39,20,14,6,16,2,3,18,1.13,5,75,26
7,0,2,0,110,77,33,20,13,7,37,0,3,19,1.13,3,78,19
8,0,2,0,110,78,32,20,12,8,34,0,8,22,1.13,11,83,31
9,0,2,0,110,84,26,20,11,9,35,0,2,23,1.13,3,87,31
10,0,2,0,110,93,17,20,10,10,35,0,8,18,1.13,10,97,35
11,0,2,0,110,82,28,20,12,8,34,0,6,20,1.13,7,86,31
12,0,2,0,110,81,29,20,13,7,32,0,6,23,1.13,6,83,31
13,0,2,0,110,82,28,20,13,7,36,0,7,21,1.13,11,82,24
14,0,2,0,110,80,30,20,14,6,40,0,3,17,1.13,3,81,24
15,0,2,0,110,74,36,20,12,8,26,1,5,19,1.13,7,77,23
16,0,2,0,110,68,42,20,14,6,27,1,4,19,1.13,8,65,22
17,0,2,0,110,89,21,20,11,9,24,1,8,20,1.13,9,93,35
18,0,2,0,110,76,34,20,15,5,21,1,12,19,1.13,17,83,30
19,0,2,0,110,85,25,20,14,6,25,1,7,19,1.13,10,86,27
20,0,2,0,110,79,31,20,12,8,27,1,8,20,1.13,12,81,28
21,0,2,0,110,75,35,20,15,5,26,1,4,20,1.13,7,78,23
22,0,2,0,110,70,40,20,11,9,29,1,5,18,1.13,6,72,20
23,0,2,0,110,71,39,20,12,8,17,2,7,14,1.13,8,72,25
0,1,2,0,110,72,38,20,10,10,16,2,5,15,1.13,7,71,18
1,1,2,0,110,78,32,20,13,7,19,2,3,16,1.13,4,81,21
2,1,2,0,110,65,45,20,14,6,17,2,3,17,1.13,6,66,22
3,1,2,0,110,76,34,20,13,7,19,2,2,19,1.13,2,81,22
4,1,2,0,110,74,36,20,12,8,19,2,6,21,1.13,7,74,21
5,1,2,0,110,67,43,20,12,8,15,2,6,14,1.13,7,75,19
6,1,2,0,110,80,30,20,14,6,19,2,9,17,1.13,12,86,20
7,1,2,0,110,78,32,20,14,6,32,0,6,22,1.13,8,81,23
8,1,2,0,110,85,25,20,14,6,35,0,6,22,1.13,9,94,34
9,1,2,0,110,82,28,20,13,7,36,0,13,21,1.13,14,82,32
10,1,2,0,110,91,19,20,12,8,35,0,10,20,1.13,12,100,41
11,1,2,0,110,86,24,20,12,8,36,0,10,21,1.13,13,87,37
12,1,2,0,110,86,24,20,14,6,35,0,7,18,1.13,8,88,26
13,1,2,0,110,67,43,20,14,6,32,0,9,21,1.13,12,71,26
14,1,2,0,110,72,38,20,12,8,31,0,3,18,1.13,9,76,23
15,1,2,0,110,76,34,20,12,8,24,1,2,18,1.13,4,77,24
16,1,2,0,110,85,25,20,13,7,27,1,4,20,1.13,5,83,24
17,1,2,0,110,79,31,20,13,7,24,1,6,21,1.13,7,80,30
18,1,2,0,110,84,26,20,14,6,24,1,9,23,1.13,9,89,26
19,1,2,0,110,72,38,20,13,7,24,1,8,21,1.13,13,78,30
20,1,2,0,110,68,42,20,13,7,26,1,5,18,1.13,8,74,24
21,1,2,0,110,70,40,20,13,7,24,1,3,17,1.13,6,71,19
22,1,2,0,110,77,33,20,12,8,24,1,2,20,1.13,4,81,18
23,1,2,0,110,64,46,20,12,8,18,2,6,19,1.13,9,66,18
0,2,2,0,110,65,45,20,12,8,16,2,4,17,1.13,5,66,18
1,2,2,0,110,70,40,20,13,7,17,2,3,18,1.13,3,70,18
2,2,2,0,110,70,40,20,13,7,14,2,7,17,1.13,7,70,28
3,2,2,0,110,81,29,20,14,6,18,2,4,18,1.13,4,84,21
4,2,2,0,110,71,39,20,14,6,17,2,5,14,1.13,7,71,18
5,2,2,0,110,69,41,20,14,6,16,2,7,18,1.13,10,69,19
6,2,2,0,110,61,49,20,12,8,18,2,5,18,1.13,7,63,22
7,2,2,0,110,89,21,20,13,7,35,0,7,19,1.13,9,95,28
8,2,2,0,110,85,25,20,13,7,33,0,6,20,1.13,7,95,29
9,2,2,0,110,87,23,20,14,6,32,0,6,23,1.13,7,87,36
10,2,2,0,110,92,18,20,13,7,37,0,10,20,1.13,11,97,38
11,2,2,0,110,79,31,20,12,8,36,0,13,22,1.13,17,82,30
12,2,2,0,110,81,29,20,16,4,35,0,8,25,1.13,9,83,31
13,2,2,0,110,76,34,20,10,10,33,0,4,19,1.13,5,82,27
14,2,2,0,110,72,38,20,11,9,36,0,3,20,1.13,5,72,21
15,2,2,0,110,67,43,20,14,6,28,1,8,20,1.13,11,64,20
16,2,2,0,110,78,32,20,11,9,25,1,2,17,1.13,4,81,26
17,2,2,0,110,73,37,20,12,8,24,1,12,19,1.13,18,75,27
18,2,2,0,110,74,36,20,12,8,27,1,11,23,1.13,12,75,32
19,2,2,0,110,80,30,20,13,7,27,1,5,18,1.13,6,87,24
20,2,2,0,110,72,38,20,15,5,25,1,4,20,1.13,6,76,24
21,2,2,0,110,78,32,20,14,6,25,1,3,19,1.13,6,78,23
22,2,2,0,110,69,41,20,14,6,25,1,2,16,1.13,3,70,22
23,2,2,0,110,68,42,20,14,6,17,2,1,18,1.13,3,68,18
0,3,2,0,110,73,37,20,13,7,17,2,8,18,1.13,9,73,18
1,3,2,0,110,67,43,20,13,7,17,2,1,18,1.13,1,71,18
2,3,2,0,110,75,35,20,13,7,18,2,2,18,1.13,5,80,20
3,3,2,0,110,73,37,20,13,7,19,2,4,15,1.13,6,76,18
4,3,2,0,110,75,35,20,12,8,15,2,6,19,1.13,7,75,19
5,3,2,0,110,69,41,20,12,8,18,2,6,18,1.13,8,72,22
6,3,2,0,110,68,42,20,15,5,16,2,3,23,1.13,6,70,18
7,3,2,0,110,82,28,20,13,7,37,0,9,21,1.13,11,82,24
8,3,2,0,110,92,18,20,11,9,35,0,6,24,1.13,7,99,26
9,3,2,0,110,85,25,20,12,8,34,0,7,22,1.13,10,87,37
10,3,2,0,110,85,25,20,14,6,34,0,6,20,1.13,8,92,39
11,3,2,0,110,80,30,20,12,8,36,0,6,23,1.13,7,89,36
12,3,2,0,110,85,25,20,13,7,36,0,7,14,1.13,10,92,29
13,3,2,0,110,77,33,20,12,8,34,0,5,18,1.13,7,79,20
14,3,2,0,110,82,28,20,15,5,32,0,1,18,1.13,4,90,20
15,3,2,0,110,73,37,20,14,6,24,1,6,21,1.13,8,78,18
16,3,2,0,110,73,37,20,15,5,23,1,5,18,1.13,10,78,27
17,3,2,0,110,82,28,20,11,9,25,1,8,21,1.13,10,83,27
18,3,2,0,110,82,28,20,14,6,24,1,10,17,1.13,12,90,32
19,3,2,0,110,77,33,20,11,9,24,1,10,18,1.13,12,84,33
20,3,2,0,110,76,34,20,13,7,24,1,8,17,1.13,8,78,20
21,3,2,0,110,77,33,20,13,7,24,1,4,18,1.13,8,83,19
22,3,2,0,110,66,44,20,14,6,23,1,6,13,1.13,8,67,18
23,3,2,0,110,62,48,20,13,7,18,2,1,14,1.13,1,63,18
0,4,3,0,110,76,34,20,10,10,18,2,4,16,1.075,6,81,18
1,4,3,0,110,69,41,20,13,7,16,2,0,18,1.075,2,74,18
2,4,3,0,110,72,38,20,14,6,17,2,4,16,1.075,10,79,23
3,4,3,0,110,65,45,20,12,8,19,2,6,16,1.075,6,65,21
4,4,3,0,110,71,39,20,13,7,18,2,5,18,1.075,7,73,26
5,4,3,0,110,67,43,20,15,5,17,2,3,22,1.075,7,69,21
6,4,3,0,110,80,30,20,11,9,18,2,2,18,1.075,4,84,18
7,4,3,0,110,74,36,20,13,7,32,0,4,17,1.075,6,76,19
8,4,3,0,110,86,24,20,10,10,34,0,5,19,1.075,7,86,27
9,4,3,0,110,84,26,20,12,8,34,0,12,21,1.075,13,91,35
10,4,3,0,110,86,24,20,14,6,35,0,10,20,1.075,10,92,39
11,4,3,0,110,84,26,20,15,5,35,0,5,20,1.075,7,88,32
12,4,3,0,110,87,23,20,13,7,32,0,3,24,1.075,5,90,31
13,4,3,0,110,75,35,20,13,7,32,0,11,22,1.075,15,77,25
14,4,3,0,110,76,34,20,11,9,38,0,4,18,1.075,5,81,21
15,4,3,0,110,72,38,20,16,4,26,1,4,19,1.075,8,69,23
16,4,3,0,110,75,35,20,15,5,27,1,3,18,1.075,4,75,19
